"NUM","NAME","PRO","DATE","PLACE","COU","COD","LON","LAT",1955
1088,"Maes Silveer","CYC","1909-08-27 15:00:00+00:00","ZEVEKOTE","BE","WVL","3.25","51.21667",
1089,"Marien Joseph","CYC","1929-03-19 22:00:00+00:00","ZANDHOVEN","BE","ANT","4.5","51.23333",
1090,"Martin Hector","CYC","1898-12-26 01:00:00+00:00","ROESELARE","BE","WVL","3.25","51.21667",
1091,"Masson Emiel","CYC","1888-10-16 19:42:00+00:00","MORIALME","BE","NAM","4.5","50.33333",
1092,"Masson Emile","CYC","1915-10-01 19:00:00+00:00","BIERSET-AWANS","BE","LIE","5.5","50.65",
1093,"Mathys Lucien","CYC","1924-04-09 02:00:00+00:00","ZEEVERGEM-BIJ-G","BE","OVL","3.75","51.08333",
1094,"Matton Jules","CYC","1897-10-10 05:00:00+00:00","HARELBEKE","BE","WVL","3.25","51.21667",
1095,"Mechant Isidor","CYC","1885-12-15 07:45:00+00:00","BELSELE-WAAS","BE","OVL","3.75","51.08333",
1096,"Merckx Eddy","CYC","1945-06-17 09:00:00+00:00","MEENSEL-KIEZEGE","BE","BRA","4.25","50.85",
1097,"Mertens Rene","CYC","1922-03-03 13:00:00+00:00","ARENDONCK","BE","ANT","4.5","51.23333",
1098,"Messelis Jules","CYC","1886-11-19 16:47:00+00:00","LEDEGEM","BE","WVL","3.25","51.21667",
1099,"Meuleman August","CYC","1906-10-20 19:00:00+00:00","GAND","BE","OVL","3.75","51.08333",
1100,"Meulenbergh Eloi","CYC","1912-09-22 05:00:00+00:00","JUMET","BE","HAI","4.5","50.38333",
1101,"Moerenhout Jef","CYC","1910-03-10 22:00:00+00:00","SERSKAMP BIJ WE","BE","OVL","3.75","51.08333",
1102,"Mortier Gerard","CYC","1911-10-16 21:00:00+00:00","EEKE","BE","OVL","3.75","51.08333",
1103,"Gauquelin-A1-1103","CYC","1888-07-07 23:42:00+00:00","WAALSCHE PAR BO","BE","HAI","4.5","50.38333",
1104,"Gauquelin-A1-1104","CYC","1922-07-01 17:00:00+00:00","MOORSELE","BE","WVL","3.25","51.21667",
1105,"Noyelle Andre","CYC","1931-11-29 07:00:00+00:00","YPRES","BE","WVL","3.25","51.21667",
1106,"Ockers Stan","CYC","1920-02-03 05:00:00+00:00","BORGERHOUT","BE","ANT","4.5","51.23333",
1107,"Peeters Edward","CYC","1920-10-27 18:00:00+00:00","KORBEEK LOO","BE","BRA","4.25","50.85",
1108,"Persyn Alois","CYC","1888-08-03 03:45:00+00:00","NAZARETH","BE","OVL","3.75","51.08333",
1109,"Pieters Andre","CYC","1922-09-11 04:30:00+00:00","INGELMUNSTER","BE","WVL","3.25","51.21667",
1110,"Pirmez Theo","CYC","1915-06-13 02:00:00+00:00","METTET","BE","NAM","4.5","50.33333",
1111,"Planckaert Joseph","CYC","1934-05-05 13:00:00+00:00","POPERINGHE","BE","WVL","3.25","51.21667",
1112,"Planckaert Willy","CYC","1944-04-05 14:00:00+00:00","NEVELE","BE","OVL","3.75","51.08333",
1113,"Gauquelin-A1-1113","CYC","1930-11-26 01:00:00+00:00","ST-ULRIKS-KAPEL","BE","BRA","4.25","50.85",
1114,"Protin Robert","CYC","1872-12-01 03:38:00+00:00","LIEGE","BE","LIE","5.5","50.65",
1115,"Rebry Gaston","CYC","1905-01-29 13:00:00+00:00","ROLLEGEMKAPELLE","BE","WVL","3.25","51.21667",
1116,"Gauquelin-A1-1116","CYC","1919-10-25 04:00:00+00:00","DIKKELVENNE","BE","OVL","3.75","51.08333",
1117,"Rebrouck Guido","CYC","1941-12-25 06:00:00+00:00","BRUGES","BE","WVL","3.25","51.21667",
1118,"Roels Louis","CYC","1912-08-18 21:00:00+00:00","HAMME","BE","OVL","3.75","51.08333",
1119,"Ronsse Georges","CYC","1906-03-04 23:30:00+00:00","ANVERS","BE","ANT","4.5","51.23333",
1120,"Rosseel Albert","CYC","1914-10-08 03:00:00+00:00","LAUWE","BE","WVL","3.25","51.21667",
1121,"Rosseel Andre","CYC","1924-11-23 15:00:00+00:00","LAUWE","BE","WVL","3.25","51.21667",
1122,"Rosselle Roger","CYC","1934-02-27 06:00:00+00:00","BEVEREN-ROULERS","BE","WVL","3.25","51.21667",
1123,"Rossius Jan","CYC","1890-12-27 10:38:00+00:00","CEREXHE-HEUSEUX","BE","LIE","5.5","50.65",
1124,"Ruyter Ch","CYC","1890-01-27 03:47:40+00:00","WATTRELOS","FR",59,"3.08333","50.65",
1125,"Ryckaert Marcel","CYC","1924-07-20 03:00:00+00:00","ADEGEM-KRUISPUI","BE","OVL","3.75","51.08333",
1126,"Schaeken Leopold","CYC","1926-01-12 01:00:00+00:00","KOERSEL","BE","LIM","5.5","50.78333",
1127,"Schepens Julien","CYC","1935-12-19 10:00:00+00:00","ANZEGEM","BE","WVL","3.25","51.21667",
1128,"Scherens Josef","CYC","1909-02-17 01:00:00+00:00","WERCHTER","BE","BRA","4.25","50.85",
1129,"Gauquelin-A1-1129","CYC","1931-09-04 19:00:00+00:00","KERBEEK-MISKOM","BE","BRA","4.25","50.85",
1130,"Schotte Alberic","CYC","1919-09-07 04:00:00+00:00","KANEGEM","BE","WVL","3.25","51.21667",
1131,"Schoubben Jacques","CYC","1931-05-09 13:00:00+00:00","TONGRES","BE","LIM","5.5","50.78333",
1132,"Schoubben Frans","CYC","1933-11-11 07:00:00+00:00","TONGRES","BE","LIM","5.5","50.78333",
1133,"Schroeders Willy","CYC","1932-12-09 15:00:00+00:00","STE-AGATHA-RODE","BE","BRA","4.25","50.85",
1134,"Scieux Leon","CYC","1888-03-19 05:42:00+00:00","FLORENNES","BE","NAM","4.5","50.33333",
1135,"Sellier Felix","CYC","1893-01-02 22:00:00+00:00","SPY","BE","NAM","4.5","50.33333",
1136,"Sels Edward","CYC","1941-08-29 05:00:00+00:00","VORSELAAR","BE","ANT","4.5","51.23333",
1137,"Sercu Berten","CYC","1918-01-26 20:00:00+00:00","BORNEM","BE","ANT","4.5","51.23333",
1138,"Sercu Patrick","CYC","1944-06-27 16:00:00+00:00","ROESELARE","BE","WVL","3.25","51.21667",
1139,"Serin Henri","CYC","1930-07-19 07:00:00+00:00","HOEGAARDE","BE","BRA","4.25","50.85",
1140,"Seynaeve Mauritz","CYC","1907-01-30 07:00:00+00:00","HEULE","BE","WVL","3.25","51.21667",
1141,"Somers Joseph","CYC","1917-05-29 08:00:00+00:00","WOMMELGEM","BE","ANT","4.5","51.23333",
1142,"Sorgeloos Edgard","CYC","1930-12-14 18:00:00+00:00","DENDERHOUTEM","BE","OVL","3.75","51.08333",
1143,"Spiessens Alfons","CYC","1888-11-05 11:42:00+00:00","MECHELEN","BE","ANT","4.5","51.23333",
1144,"Sterckx Ernest","CYC","1922-12-01 22:00:00+00:00","WESTERLO","BE","ANT","4.5","51.23333",
1145,"Stockelynck Henri","CYC","1893-12-28 02:00:00+00:00","OOSTDUINKERKE","BE","WVL","3.25","51.21667",
1146,"Thijs Philippe","CYC","1889-10-08 00:43:00+00:00","ANDERLECHT","BE","BRA","4.25","50.85",
1147,"Thollembeek Emil","CYC","1895-01-31 17:00:00+00:00","DENDERWINDEKE","BE","OVL","3.75","51.08333",
1148,"Gauquelin-A1-1148","CYC","1934-04-06 04:00:00+00:00","ZWEVEGEM","BE","WVL","3.25","51.21667",
1149,"Van Bael Joseph","CYC","1930-05-30 09:00:00+00:00","HEMIKSEM","BE","ANT","4.5","51.23333",
1150,"Van Cauter Emile","CYC","1931-12-02 22:30:00+00:00","WOLVERTEM","BE","BRA","4.25","50.85",
1151,"Van Daele Leon","CYC","1933-02-24 08:00:00+00:00","BRUGES","BE","WVL","3.25","51.21667",
1152,"Van Den Berghe Rene","CYC","1887-03-05 18:47:00+00:00","PITTEM","BE","WVL","3.25","51.21667",
1154,"Van Den Bossche Martin","CYC","1941-03-10 04:00:00+00:00","HINGENE","BE","ANT","4.5","51.23333",
1155,"Vandenbrande Alfons","CYC","1928-02-15 16:00:00+00:00","KESSEL","BE","ANT","4.5","51.23333",
1156,"Van Der Stuyft Leon","CYC","1890-05-05 07:17:00+00:00","IEPER","BE","WVL","3.25","51.21667",
1157,"Van De Velde Pier","CYC","1889-05-15 02:45:00+00:00","LOVENDEGEM","BE","OVL","3.75","51.08333",
1158,"Van Dormael Karel","CYC","1924-10-04 15:00:00+00:00","MONTENAKEN","BE","LIM","5.5","50.78333",
1159,"Van Geneugden Martin","CYC","1932-01-22 14:00:00+00:00","ZUTENDAEL","BE","LIM","5.5","50.78333",
1160,"Van Herzele Mauritz","CYC","1917-02-10 22:00:00+00:00","ST-LIEVENS HOUT","BE","OVL","3.75","51.08333",
1161,"Gauquelin-A1-1161","CYC","1895-03-10 01:00:00+00:00","KOEKELARE","BE","WVL","3.25","51.21667",
1162,"Van Lerberghe Henri","CYC","1891-01-29 15:47:00+00:00","LICHTERVELDE","BE","WVL","3.25","51.21667",
1163,"Van Looy Henri","CYC","1933-12-20 02:00:00+00:00","GROBBENDONCK","BE","ANT","4.5","51.23333",
1164,"Van Nitsen Willy","CYC","1935-02-08 06:00:00+00:00","ST-TROND","BE","LIM","5.5","50.78333",
1165,"Van Overberghe Cyriel","CYC","1912-05-04 16:00:00+00:00","ST-DENIJS-BIJ-H","BE","WVL","3.25","51.21667",
1166,"Van Overloop Staf","CYC","1918-10-14 02:00:00+00:00","ST-NIKLAAS/WAAS","BE","OVL","3.75","51.08333",
1167,"Van Slembroeck Gustaf","CYC","1902-03-25 20:00:00+00:00","OOSTENDE","BE","WVL","3.25","51.21667",
1168,"Van Springel Herman","CYC","1943-08-14 20:00:00+00:00","RANST","BE","ANT","4.5","51.23333",
1169,"Vansteenbergen Henri","CYC","1924-09-09 05:00:00+00:00","ARENDONCK","BE","ANT","4.5","51.23333",
1170,"Van Theemsche Peez","CYC","1915-08-15 18:00:00+00:00","LOKEREN","BE","OVL","3.75","51.08333",
1171,"Verachtert Josephus","CYC","1932-08-20 15:00:00+00:00","OEVEL","BE","ANT","4.5","51.23333",
1172,"Verbeke Roger","CYC","1930-01-31 02:30:00+00:00","YPRES","BE","WVL","3.25","51.21667",
1173,"Verkeyn Karel","CYC","1897-02-20 18:00:00+00:00","BREEDENE PAR OO","BE","WVL","3.25","51.21667",
1174,"Verplaetse Roger","CYC","1931-10-24 19:00:00+00:00","SYSSELE","BE","WVL","3.25","51.21667",
1175,"Verschelden Jules","CYC","1898-12-21 15:00:00+00:00","NAZARETH","BE","OVL","3.75","51.08333",
1176,"Verschoore Omer","CYC","1888-12-02 21:47:00+00:00","MOORSLEDE","BE","WVL","3.25","51.21667",
1177,"Verschueren Adolf","CYC","1922-06-10 05:00:00+00:00","DEURNE-ANVERS","BE","ANT","4.5","51.23333",
1178,"Verschueren Denis","CYC","1897-02-10 23:00:00+00:00","BERLAAR","BE","ANT","4.5","51.23333",
1179,"Vervaecke Felicien","CYC","1907-04-11 09:00:00+00:00","DADIZELE","BE","WVL","3.25","51.21667",
1180,"Vervaecke Julien","CYC","1899-11-03 10:00:00+00:00","DADIZELE","BE","WVL","3.25","51.21667",
1181,"Vissers Wadje","CYC","1912-07-24 20:00:00+00:00","ANVERS","BE","ANT","4.5","51.23333",
1182,"Vlaeminck Erick","CYC","1945-03-23 00:30:00+00:00","EEKLO","BE","OVL","3.75","51.08333",
1183,"Vlayen Andre","CYC","1931-03-17 16:00:00+00:00","HERSELT","BE","ANT","4.5","51.23333",
1184,"Gauquelin-A1-1184","CYC","1929-03-05 13:00:00+00:00","GENOESELDEREN","BE","LIM","5.5","50.78333",
1185,"Walschot Rene","CYC","1916-04-21 02:00:00+00:00","BEERSEL","BE","BRA","4.25","50.85",
1186,"Wartel Victor","CYC","1931-08-18 11:00:00+00:00","ZELLIK","BE","BRA","4.25","50.85",
1187,"Wauters Jef","CYC","1906-02-19 05:00:00+00:00","HUYZINGEN","BE","BRA","4.25","50.85",
1188,"Gauquelin-A1-1188","CYC","1915-04-12 17:30:00+00:00","IXELLES","BE","BRA","4.25","50.85",
1189,"Zagers Jean","CYC","1931-03-20 14:00:00+00:00","MEER","BE","ANT","4.5","51.23333",
1190,"Gauquelin-A1-1190","CYC","1912-01-06 05:10:28+00:00","LOOSDUINEN","NL","ZH","4.46667","52.08333",
1191,"Boeyen Gerrit","CYC","1917-10-17 20:10:28+00:00","OSS","NL","NB","5.31667","51.7",
1192,"Cordang Johannes","CYC","1869-12-26 04:37:20+00:00","BLERICK","NL","L","5.66667","50.85",
1193,"Damen Petrus","CYC","1934-07-20 08:40:28+00:00","LIESHOUT","NL","NB","5.31667","51.7",
1194,"De Jongh P","CYC","1934-11-15 23:10:28+00:00","MADE","NL","NB","5.31667","51.7",
1195,"Derksen Jan","CYC","1919-01-23 01:40:28+00:00","GEERTRUIDENBERG","NL","NB","5.31667","51.7",
1196,"Eden Jacobus","CYC","1873-10-19 09:33:44+00:00","GRONINGEN","NL","GR","6.56667","53.21667",
1197,"Geldermans Albertus","CYC","1935-03-17 21:40:28+00:00","BEVERWIJK","NL","NH","4.63333","52.36667",
1198,"Kersten Johan","CYC","1934-11-10 23:10:28+00:00","SIEBENGEWALD PA","NL","L","5.66667","50.85",
1199,"Koch Norbert","CYC","1932-03-22 09:10:28+00:00","UTRECHT","NL","UT","5.13333","52.1",
1200,"Lahaye J","CYC","1932-12-02 13:10:28+00:00","BUNDE","NL","L","5.66667","50.85",
1201,"Meijers Henri","CYC","1879-12-02 10:07:20+00:00","MAASTRICHT","NL","L","5.66667","50.85",
1202,"Middelkamp Theofiel","CYC","1914-02-23 17:00:00+00:00","KIELDRECHT","NL","OVL","3.75","51.08333",
1203,"Moeskops Peter","CYC","1893-11-14 04:42:08+00:00","LOOSDUINEN","NL","ZH","4.46667","52.08333",
1204,"Pellenaars Cornelius","CYC","1913-05-10 04:10:28+00:00","TERHEYDEN","NL","NB","5.31667","51.7",
1205,"Peters Gerrit","CYC","1920-07-31 09:40:28+00:00","HAARLEM","NL","NH","4.63333","52.36667",
1206,"Pijnenburg Jan","CYC","1906-02-08 05:08:44+00:00","TILBURG","NL","NB","5.31667","51.7",
1207,"Pronk Jan","CYC","1918-10-19 02:40:28+00:00","DEN HELDER","NL","NH","4.63333","52.36667",
1208,"Schilling Guus","CYC","1876-02-08 17:41:28+00:00","A'DAM","NL","NH","4.63333","52.36667",
1209,"Schulte Gerrit","CYC","1916-01-07 10:40:28+00:00","AMSTERDAM","NL","NH","4.63333","52.36667",
1210,"Slaats Laurentius","CYC","1912-06-11 06:40:28+00:00","WAALWIJK","NL","NB","5.31667","51.7",
1211,"Van Der Borgh Joseph","CYC","1934-10-28 12:40:28+00:00","ECHT","NL","L","5.66667","50.85",
1212,"Van Der Brekel Petrus","CYC","1932-07-21 01:40:28+00:00","ECHT","NL","L","5.66667","50.85",
1213,"Van Est Pit","CYC","1934-08-11 12:40:28+00:00","FIJNAART","NL","NB","5.31667","51.7",
1214,"Van Est Wim","CYC","1923-03-25 15:10:28+00:00","FIJNAART","NL","NB","5.31667","51.7",
1215,"Van Kempen Pieter","CYC","1898-12-12 21:42:08+00:00","OOLTGENSPLAAT","NL","ZH","4.46667","52.08333",
1216,"Van Nek Klaas","CYC","1899-03-01 15:41:28+00:00","AMSTERDAM","NL","NH","4.63333","52.36667",
1217,"Van Vliet Arie","CYC","1916-03-18 15:40:28+00:00","WOERDEN","NL","ZH","4.46667","52.08333",
1218,"Voorting A","CYC","1932-02-15 15:40:28+00:00","VELSEN","NL","NH","4.63333","52.36667",
1219,"Voorting Gerrit","CYC","1923-01-18 22:55:28+00:00","VELSEN","NL","NH","4.63333","52.36667",
1220,"Vreeswijk Wilhelmus","CYC","1930-11-12 08:40:28+00:00","ALPHEN A/D RIJN","NL","ZH","4.46667","52.08333",
1221,"Wagtmans Wout","CYC","1929-11-10 00:40:28+00:00","RUCPHEN","NL","NB","5.31667","51.7",
1222,"Albert Paul","CYC","1876-02-16 23:11:40-01:00","WIESBADEN-BIEBR","DE","WIES","8.33333","50.33333",
1223,"Lohmann Walter","CYC","1911-07-29 06:30:00-01:00","BOCHUM","DE","NORD","7.5","51.5",
1224,"Meyer Otto","CYC","1882-11-04 15:24:08-01:00","LUDWIGSHAFEN","DE","HOHE","8.96667","48.31667",
1225,"Ruett Walter","CYC","1883-09-12 01:30:00-01:00","MORSBACH BEI AA","DE","NORD","7.5","51.5",
1226,"Stein Louis","CYC","1864-05-13 14:23:00-01:00","FRANKFURT/MAIN","DE","HESS","9.25","50.5",
1227,"Bontemps Louis","ESC","1883-03-08 11:37:48+00:00","OFFLANGES","FR",39,"5.55","46.66667",
1228,"Bougnol Rene","ESC","1911-01-07 15:50:40+00:00","MONTPELLIER","FR",34,"3.88333","43.61667","570SPO"
1229,"Buchard Georges","ESC","1893-12-21 05:50:40+00:00","HONFLEUR","FR",14,"-0.36667","49.18333","570SPO"
1230,"Buhan Jean","ESC","1912-04-05 04:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
1231,"Cattiau Philippe","ESC","1892-07-28 10:20:40+00:00","ST-MALO","FR",35,"-1.66667","48.11667","570SPO"
1232,"Clery Raoul","ESC","1907-12-27 04:50:40+00:00","ST-HILAIRE-ST-F","FR",49,"-0.53333","47.46667",
1233,"Devineux Raymond","ESC","1911-10-24 03:00:00+00:00","BREST","FR",29,"-4.1",48,
1234,"Gardere Andre","ESC","1913-05-08 15:00:00+00:00","GERARDMER","FR",88,"6.46667","48.16667","570SPO"
1235,"Gardere Edward","ESC","1909-02-25 08:20:40+00:00","GERARDMER","FR",88,"6.46667","48.16667","570SPO"
1236,"Gaudin Lucien","ESC","1886-09-27 06:48:56+00:00","ARRAS","FR",62,"2.76667","50.3",
1237,"Labattut Andre","ESC","1891-07-18 07:50:40+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
1238,"Lataste Jacques","ESC","1922-06-07 10:00:00+00:00","LA GRAND' COMBE","FR",30,"4.35","43.85","570SPO"
1239,"Massard Armand","ESC","1884-12-01 04:50:40+00:00","PARIS 14E","FR",75,"2.33333","48.83333",
1240,"Oriola Christian","ESC","1928-10-03 20:00:00+00:00","PERPIGNAN","FR",66,"2.91667","42.7","570SPO"
1241,"Pecheux Michel","ESC","1911-05-24 16:30:00+00:00","SAINT-BRIEUC","FR",22,"-2.75","48.51667","570SPO"
1242,"Schmetz Bernard","ESC","1904-03-21 21:50:40+00:00","ORLEANS","FR",45,"1.9","47.9","570SPO"
1243,"Abbes Claude","FOO","1927-05-24 09:00:00+00:00","FAUGERES","FR",34,"3.88333","43.61667",
1244,"Abderrhamane Bonnedienne","FOO","1920-11-26 02:00:00+00:00","MOSTAGANEM","DZ",,0,"35.83333","570SPO"
1245,"Accard Robert","FOO","1897-11-26 21:50:40+00:00","LISIEUX","FR",14,"-0.36667","49.18333","570SPO"
1246,"Alpsteg Rene","FOO","1920-12-03 10:00:00+00:00","BONNEVILLE","FR",70,"6.15","47.61667","570SPO"
1247,"Andoire Numa","FOO","1908-03-19 08:50:40+00:00","COURSEGOULES","FR",6,"7.26667","43.7",
1248,"Arnaudeau Henri","FOO","1922-04-23 09:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
1249,"Aston Alfred","FOO","1912-05-16 01:10:00+00:00","CHANTILLY","FR",60,"2.08333","49.43333","570SPO"
1250,"Aznar Emmanuel","FOO","1915-11-23 04:00:00+00:00","SIDI-BEL-ABBES","DZ",,"-0.75","35.33333","570SPO"
1251,"Gauquelin-A1-1251","FOO","1923-06-07 22:00:00+00:00","LAMBERSART","FR",59,"3.08333","50.65","570SPO"
1252,"Bardot Charles","FOO","1904-04-07 13:50:40+00:00","CLAUZEL","DZ",,"7.75",37,"570SPO"
1253,"Bastien Jean","FOO","1915-06-21 10:00:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
1254,"Batteux Albert","FOO","1919-07-02 22:00:00+00:00","REIMS","FR",51,"4.36667","48.95","570SPO"
1255,"Bayrou Georges","FOO","1883-12-21 12:44:28+00:00","SETE","FR",34,"3.88333","43.61667",
1256,"Beaucourt Georges","FOO","1912-04-15 02:10:00+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
1257,"Gauquelin-A1-1257","FOO","1927-07-23 22:00:00+00:00","HUSSEIN-DEY","DZ",,3,"36.78333",
1258,"Bernard Pierre","FOO","1932-01-27 01:00:00+00:00","BOISSEZON","FR",81,"2.13333","43.91667",
1259,"Bersouille Paul","FOO","1918-06-01 02:00:00+00:00","ARCUEIL","FR",94,"2.48333","48.78333","570SPO"
1260,"Bienganski Guillaume","FOO","1932-11-03 03:30:00+00:00","LIBERCOURT","FR",62,"2.76667","50.3",
1261,"Gauquelin-A1-1261","FOO","1915-10-22 07:00:00+00:00","BULLY","FR",62,"2.76667","50.3","570SPO"
1262,"Bihel Rene","FOO","1916-09-02 22:30:00+00:00","MONTIVILLIERS","FR",76,"1.08333","49.43333","570SPO"
1263,"Gauquelin-A1-1263","FOO","1932-10-18 19:00:00+00:00","DIZY","FR",51,"4.36667","48.95",
1264,"Bongiorni Emile","FOO","1921-03-19 03:00:00+00:00","BOULOGNE-BILLANC","FR",92,"2.18333","48.83333","570SPO"
1265,"Gauquelin-A1-1265","FOO","1931-09-04 00:00:00+00:00","BEZONS","FR",95,2,49,
1266,"Bonnardel Philippe","FOO","1899-07-28 01:50:40+00:00","PARIS 19E","FR",75,"2.33333","48.83333",
1267,"Gauquelin-A1-1267","FOO","1932-01-01 04:00:00+00:00","CRETEIL","FR",94,"2.48333","48.78333",
1268,"Bourbotte Francois","FOO","1913-02-24 02:00:00+00:00","LOISON-S/S-LENS","FR",62,"2.76667","50.3","570SPO"
1269,"Boury Roger","FOO","1925-12-30 23:30:00+00:00","ISBERGUES","FR",59,"3.08333","50.65",
1270,"Boyer Jean","FOO","1901-02-13 10:50:40+00:00","VITRY-S-SEINE","FR",94,"2.48333","48.78333","570SPO"
1271,"Braun Gaby","FOO","1921-03-26 07:00:00+00:00","MONTIGNY-LES-ME","FR",57,"6.18333","49.11667","570SPO"
1272,"Brusseaux Michel","FOO","1913-03-10 15:00:00+00:00","SIDI-BEL-ABBES","DZ",,"-0.75","35.33333","570SPO"
1273,"Canelle Fernand","FOO","1882-01-02 17:50:40+00:00","PARIS 17E","FR",75,"2.33333","48.83333",
1274,"Carpentier Daniel","FOO","1927-02-19 00:25:00+00:00","HIRSON","FR",2,"3.61667","49.56667",
1275,"Carre Roger","FOO","1921-01-14 18:30:00+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
1276,"Chayrigues Pierre","FOO","1892-05-02 01:50:40+00:00","PARIS 16E","FR",75,"2.33333","48.83333",
1277,"Cheuva Andre","FOO","1908-05-30 03:50:40+00:00","HELLEMMES-LILLE","FR",59,"3.08333","50.65","570SPO"
1278,"Chorda Andre","FOO","1938-02-20 21:00:00+00:00","CHARLEVAL-DE-PR","FR",13,"5.36667","43.3",
1279,"Cicci Raymond","FOO","1929-08-11 09:00:00+00:00","AUDUN-LE-TICHE","FR",57,"6.18333","49.11667",
1280,"Cler Louis","FOO","1905-12-31 13:50:40+00:00","ST-RAPHAEL","FR",83,"6.46667","43.53333","570SPO"
1281,"Colonna Dominique","FOO","1928-09-04 03:00:00+00:00","CORTE","FR",20,"8.75","41.91667",
1282,"Cossou Lucien","FOO","1936-01-29 04:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3",
1283,"Cottenet Maurice","FOO","1895-02-11 14:50:40+00:00","PARIS 18E","FR",75,"2.33333","48.83333",
1284,"Cuissard Antoine","FOO","1924-07-19 03:00:00+00:00","SAINT-ETIENNE","FR",43,"3.88333","45.05","570SPO"
1285,"Gauquelin-A1-1285","FOO","1929-04-24 10:00:00+00:00","WITTELSHEIM","FR",68,"7.35","48.08333",
1286,"Dakoski Stephane","FOO","1921-06-29 15:00:00+00:00","PROVINS","FR",77,"2.66667","48.55",
1287,"Danzelle Pierre","FOO","1919-11-02 03:00:00+00:00","SETE","FR",34,"3.88333","43.61667","570SPO"
1288,"Dard Georges","FOO","1918-06-28 01:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3","570SPO"
1289,"Dedieu Rene","FOO","1898-08-27 20:50:40+00:00","SETE","FR",34,"3.88333","43.61667","570SPO"
1290,"Gauquelin-A1-1290","FOO","1909-06-19 22:50:40+00:00","LIEVIN","FR",62,"2.76667","50.3","570SPO"
1291,"Deladeriere Leon","FOO","1927-06-26 11:00:00+00:00","ANNOEULIN","FR",59,"3.08333","50.65",
1292,"Delfour Edmond","FOO","1907-11-01 20:50:40+00:00","RIS-ORANGIS","FR",91,"2.33333","48.6","570SPO"
1293,"Delmer Henri","FOO","1907-02-15 12:20:40+00:00","VILLEJUIF","FR",94,"2.48333","48.78333","570SPO"
1294,"Dereuddre Rene","FOO","1930-06-22 08:00:00+00:00","BULLY-LES-MINES","FR",62,"2.76667","50.3",
1295,"Devaquez Jules","FOO","1899-03-09 05:50:40+00:00","PARIS 9E","FR",75,"2.33333","48.83333",
1296,"Di Lorto Laurent","FOO","1909-01-01 09:50:40+00:00","MARTIGUES","FR",13,"5.36667","43.3","570SPO"
1297,"Gauquelin-A1-1297","FOO","1931-09-26 22:00:00+00:00","CRISENOY","FR",77,"2.66667","48.55",
1298,"Domingo Marcel","FOO","1924-01-15 16:00:00+00:00","ARLES","FR",13,"5.36667","43.3","570SPO"
1299,"Domingo Rene","FOO","1928-12-28 01:00:00+00:00","SOURCIEUX-LES-M","FR",69,"4.83333","45.76667",
1300,"Douis Yvon","FOO","1935-05-16 09:45:00+00:00","LES ANDELYS","FR",27,"1.18333","49.01667",
1301,"Dubly Raymond","FOO","1893-11-05 18:50:40+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
1302,"Gauquelin-A1-1302","FOO","1924-06-03 12:25:00+00:00","LILLE","FR",59,"3.08333","50.65",
1303,"Dupuis Maurice","FOO","1914-02-04 09:00:00+00:00","FRANCONVILLE-LA","FR",95,2,49,"570SPO"
1304,"Ferrier Rene","FOO","1936-12-07 02:20:00+00:00","THIONNE","FR",3,"3.33333","46.56667",
1305,"Finot Louis","FOO","1909-07-08 07:50:40+00:00","ST-MAUR-DES-FOS","FR",94,"2.48333","48.78333","570SPO"
1306,"Flamion Pierre","FOO","1923-03-13 21:00:00+00:00","MOHON","FR",8,"4.73333","49.76667","570SPO"
1307,"Gauquelin-A1-1307","FOO","1930-11-26 20:30:00+00:00","MONT-DE-MARSAN","FR",40,"-0.5","43.9",
1308,"Gabrillargues Louis","FOO","1914-06-16 15:00:00+00:00","MONTPELLIER","FR",34,"3.88333","43.61667","570SPO"
1309,"Galey Marcel","FOO","1905-09-02 23:20:40+00:00","CLICHY","FR",92,"2.18333","48.83333","570SPO"
1310,"Gambardella Emmanuel","FOO","1888-07-03 02:44:28+00:00","SETE","FR",34,"3.88333","43.61667",
1311,"Gamblin Lucien","FOO","1890-07-22 01:50:04+00:00","IVRY-S/SEINE","FR",94,"2.48333","48.78333","570SPO"
1312,"Gardien Rene","FOO","1928-02-10 01:00:00+00:00","CHAMBERY","FR",73,"5.91667","45.56667",
1313,"Gianessi Lazare","FOO","1925-11-09 19:30:00+00:00","ANICHE","FR",59,"3.08333","50.65",
1314,"Glowacki Leon","FOO","1928-02-19 06:00:00+00:00","LIBERCOURT","FR",62,"2.76667","50.3",
1315,"Gravier Ernest","FOO","1892-08-26 03:50:40+00:00","MONTBEUGNY","FR",3,"3.33333","46.56667","570SPO"
1316,"Gregoire Jean","FOO","1922-07-20 15:30:00+00:00","VALENCE","FR",26,"4.9","44.93333","570SPO"
1317,"Grillet Pierre","FOO","1932-03-21 14:00:00+00:00","PIOLENC","FR",84,"4.83333","43.95",
